date,product,units,price,discount,marketing_spend,region,returned
2023-08-15,Bluetooth Speaker XS,21.0,80.92,0.0,115.22,Europe,0
2023-08-16,Mechanical Keyboard RGB,19.0,128.31,0.1,164.65,Asia Pacific,0
2023-08-16,Mechanical Keyboard RGB,,127.57,0.0,461.54,North America,0
2023-08-18,Aroma Diffuser Mini,19.0,48.94,0.15,100.87,North America,0
2023-08-18,Ergonomic Desk Chair,22.0,248.91,0.05,390.84,Latin America,0
2023-08-19,Smart Fitness Watch,17.0,147.38,0.0,390.9,Latin America,0
2023-08-22,Smart Fitness Watch,23.0,147.66,0.1,414.4,North America,1
2023-08-25,Bluetooth Speaker XS,23.0,77.54,0.0,448.98,Latin America,0
2023-08-26,Wireless Earbuds Pro,10.0,197.55,0.15,168.37,Latin America,0
2023-08-29,Bluetooth Speaker XS,10.0,78.42,0.15,151.05,Latin America,0
2023-08-30,Bluetooth Speaker XS,4.0,76.92,0.0,259.48,Europe,0
2023-08-31,Ergonomic Desk Chair,8.0,247.96,0.0,169.29,North America,0
2023-08-31,Smart Fitness Watch,22.0,150.57,0.2,380.44,North America,0
2023-09-01,Wireless Earbuds Pro,20.0,200.23,0.15,336.17,Latin America,0
2023-09-02,Ceramic Knife Set,20.0,87.43,0.0,443.74,Europe,0
2023-09-03,Ergonomic Desk Chair,18.0,250.44,0.1,87.23,Latin America,0
2023-09-05,Bluetooth Speaker XS,14.0,76.05,0.0,461.79,Europe,0
2023-09-08,Bluetooth Speaker XS,18.0,82.64,0.0,182.01,North America,0
2023-09-11,Ceramic Knife Set,14.0,90.95,0.15,270.81,Latin America,0
2023-09-12,Bluetooth Speaker XS,20.0,78.16,0.0,247.38,North America,0
2023-09-12,Bluetooth Speaker XS,21.0,79.57,0.15,392.14,Europe,0
2023-09-15,Bluetooth Speaker XS,24.0,76.9,0.0,239.15,Asia Pacific,1
2023-09-15,Mechanical Keyboard RGB,15.0,129.09,0.05,474.6,Europe,0
2023-09-16,Ergonomic Desk Chair,22.0,248.72,0.0,456.14,Asia Pacific,0
2023-09-16,Insulated Steel Bottle,4.0,27.75,0.05,442.47,North America,0
2023-09-17,Ergonomic Desk Chair,13.0,248.3,0.05,82.07,North America,0
2023-09-17,Ceramic Knife Set,23.0,88.15,0.0,434.42,Latin America,0
2023-09-19,Bluetooth Speaker XS,8.0,77.3,0.05,401.74,Asia Pacific,0
2023-09-20,Ergonomic Desk Chair,18.0,247.71,0.0,96.58,Europe,0
2023-09-20,Mechanical Keyboard RGB,12.0,126.84,0.0,98.34,North America,0
2023-09-21,Smart Fitness Watch,23.0,150.29,0.1,95.52,Asia Pacific,0
2023-09-23,Ceramic Knife Set,14.0,87.6,0.0,55.1,Europe,0
2023-09-24,Aroma Diffuser Mini,2.0,47.17,0.05,296.89,Asia Pacific,0
2023-09-30,Ergonomic Desk Chair,18.0,250.26,0.05,488.03,Europe,0
2023-10-05,Aroma Diffuser Mini,24.0,49.55,0.05,247.41,Europe,0
2023-10-06,Bluetooth Speaker XS,2.0,80.21,0.0,293.34,Europe,0
2023-10-06,Mechanical Keyboard RGB,11.0,130.37,0.0,485.59,Europe,0
2023-10-10,Mechanical Keyboard RGB,,131.91,0.0,164.83,Asia Pacific,0
2023-10-11,Ergonomic Desk Chair,12.0,248.77,0.1,436.31,Asia Pacific,0
2023-10-11,Ceramic Knife Set,17.0,86.81,0.1,295.88,Latin America,0
2023-10-13,Ceramic Knife Set,15.0,89.41,0.05,306.26,Asia Pacific,0
2023-10-13,Mechanical Keyboard RGB,17.0,128.0,0.0,204.43,Asia Pacific,0
2023-10-14,Ceramic Knife Set,18.0,87.56,0.0,302.71,Latin America,0
2023-10-14,Mechanical Keyboard RGB,22.0,129.15,0.0,82.91,Asia Pacific,0
2023-10-14,Ergonomic Desk Chair,6.0,250.3,0.0,394.09,Europe,0
2023-10-17,Insulated Steel Bottle,17.0,27.75,0.0,178.11,North America,0
2023-10-18,Mechanical Keyboard RGB,23.0,130.91,0.0,449.42,North America,0
2023-10-19,Aroma Diffuser Mini,24.0,47.52,0.0,215.53,Latin America,0
2023-10-24,Ceramic Knife Set,18.0,88.63,0.0,114.27,Asia Pacific,0
2023-10-26,Mechanical Keyboard RGB,8.0,129.58,0.0,363.15,Asia Pacific,0
2023-10-26,Mechanical Keyboard RGB,9.0,128.42,0.0,124.06,Latin America,0
2023-10-26,Ergonomic Desk Chair,6.0,246.34,0.0,389.16,North America,0
2023-10-28,Ceramic Knife Set,5.0,90.39,0.0,485.65,Europe,0
2023-10-28,Insulated Steel Bottle,12.0,28.06,0.05,400.8,Asia Pacific,0
2023-10-29,Ergonomic Desk Chair,11.0,250.12,0.0,60.1,Latin America,0
2023-11-02,Insulated Steel Bottle,1.0,27.1,0.0,319.95,Europe,0
2023-11-05,Smart Fitness Watch,11.0,147.36,0.0,362.93,Latin America,0
2023-11-06,Ergonomic Desk Chair,19.0,250.29,0.0,421.46,Latin America,0
2023-11-07,Ceramic Knife Set,9.0,89.51,0.0,75.2,Latin America,0
2023-11-07,Wireless Earbuds Pro,2.0,198.34,0.0,266.05,North America,0
2023-11-07,Ceramic Knife Set,12.0,89.53,0.05,290.92,North America,0
2023-11-10,Ceramic Knife Set,4.0,87.57,0.0,126.11,Latin America,0
2023-11-12,Insulated Steel Bottle,4.0,29.17,0.0,195.1,Asia Pacific,0
2023-11-13,Insulated Steel Bottle,18.0,29.19,0.15,248.1,Europe,0
2023-11-16,Ceramic Knife Set,15.0,88.44,0.0,424.94,Asia Pacific,0
2023-11-17,Ceramic Knife Set,19.0,87.75,0.0,468.23,North America,1
2023-11-18,Ceramic Knife Set,13.0,89.11,0.15,332.79,Europe,0
2023-11-21,Insulated Steel Bottle,19.0,28.92,0.1,227.73,Latin America,0
2023-11-26,Ceramic Knife Set,17.0,88.3,0.0,164.31,Asia Pacific,0
2023-11-27,Ceramic Knife Set,6.0,87.45,0.0,491.96,Asia Pacific,0
2023-11-29,Smart Fitness Watch,16.0,149.02,0.0,492.36,Latin America,0
2023-11-29,Bluetooth Speaker XS,24.0,78.31,0.0,466.24,Asia Pacific,0
2023-11-29,Wireless Earbuds Pro,12.0,197.45,0.05,403.55,North America,0
2023-11-30,Aroma Diffuser Mini,19.0,49.07,0.0,196.6,Latin America,0
2023-12-02,Wireless Earbuds Pro,5.0,201.41,0.0,417.65,Asia Pacific,0
2023-12-02,Bluetooth Speaker XS,17.0,78.45,0.15,233.96,Latin America,0
2023-12-03,Aroma Diffuser Mini,23.0,51.25,0.2,197.05,Europe,0
2023-12-06,Ergonomic Desk Chair,1.0,252.17,0.0,385.19,Latin America,0
2023-12-13,Ceramic Knife Set,24.0,87.57,0.05,85.84,Asia Pacific,0
2023-12-13,Bluetooth Speaker XS,23.0,79.01,0.0,71.85,North America,0
2023-12-13,Smart Fitness Watch,10.0,152.16,0.15,251.58,Latin America,0
2023-12-14,Ergonomic Desk Chair,15.0,248.82,0.0,250.54,Latin America,0
2023-12-14,Ceramic Knife Set,23.0,89.06,0.0,453.04,Asia Pacific,0
2023-12-16,Insulated Steel Bottle,21.0,26.49,0.0,106.77,North America,0
2023-12-18,Mechanical Keyboard RGB,21.0,128.2,0.0,105.48,North America,1
2023-12-18,Bluetooth Speaker XS,11.0,79.83,0.0,116.35,Europe,0
2023-12-18,Insulated Steel Bottle,13.0,32.64,0.1,63.38,Europe,0
2023-12-19,Bluetooth Speaker XS,5.0,78.71,0.05,82.28,Asia Pacific,0
2023-12-19,Smart Fitness Watch,1.0,146.51,0.0,346.94,North America,0
2023-12-20,Bluetooth Speaker XS,24.0,76.89,0.0,244.21,North America,1
2023-12-22,Insulated Steel Bottle,12.0,28.95,0.0,393.62,Europe,0
2023-12-23,Smart Fitness Watch,11.0,150.77,0.15,496.67,Europe,0
2023-12-24,Aroma Diffuser Mini,17.0,49.96,0.15,346.57,Asia Pacific,0
2023-12-29,Wireless Earbuds Pro,4.0,199.69,0.2,72.71,North America,1
2024-01-01,Ceramic Knife Set,,90.96,0.15,97.05,Latin America,0
2024-01-04,Bluetooth Speaker XS,9.0,77.92,0.0,446.45,Europe,0
2024-01-07,Ceramic Knife Set,21.0,89.03,0.0,287.37,Asia Pacific,0
2024-01-13,Mechanical Keyboard RGB,20.0,128.22,0.05,421.18,North America,0
2024-01-13,Insulated Steel Bottle,19.0,28.59,0.15,435.48,North America,0
2024-01-13,Ceramic Knife Set,19.0,87.49,0.0,467.45,Europe,0
2024-01-15,Insulated Steel Bottle,12.0,28.48,0.0,477.42,Asia Pacific,0
2024-01-17,Ceramic Knife Set,5.0,88.96,0.1,,Latin America,0
2024-01-17,Wireless Earbuds Pro,10.0,198.44,0.0,203.46,Europe,0
2024-01-18,Wireless Earbuds Pro,17.0,198.76,0.0,482.84,Asia Pacific,0
2024-01-21,Smart Fitness Watch,5.0,149.61,0.05,296.33,North America,0
2024-01-24,Wireless Earbuds Pro,22.0,200.86,0.0,78.91,Latin America,0
2024-01-25,Smart Fitness Watch,16.0,150.97,0.0,339.25,Asia Pacific,0
2024-01-26,Wireless Earbuds Pro,7.0,200.14,0.1,314.46,Latin America,0
2024-01-27,Wireless Earbuds Pro,9.0,197.11,0.05,453.11,Asia Pacific,0
2024-01-28,Wireless Earbuds Pro,3.0,198.46,0.2,343.93,Asia Pacific,0
2024-02-01,Insulated Steel Bottle,15.0,28.59,0.0,207.07,Asia Pacific,0
2024-02-04,Bluetooth Speaker XS,16.0,78.01,0.0,484.8,Asia Pacific,0
2024-02-04,Smart Fitness Watch,18.0,149.51,0.1,410.73,Latin America,0
2024-02-05,Ceramic Knife Set,14.0,86.61,0.05,333.69,Europe,0
2024-02-06,Wireless Earbuds Pro,3.0,201.54,0.0,181.82,Latin America,0
2024-02-11,Insulated Steel Bottle,12.0,30.79,0.1,218.09,Asia Pacific,0
2024-02-11,Insulated Steel Bottle,9.0,29.72,0.0,351.49,Latin America,0
2024-02-11,Insulated Steel Bottle,7.0,28.91,0.0,82.39,Latin America,0
2024-02-11,Smart Fitness Watch,9.0,150.84,0.0,165.51,Latin America,0
2024-02-12,Bluetooth Speaker XS,13.0,80.03,0.0,371.26,Asia Pacific,0
2024-02-14,Smart Fitness Watch,18.0,150.66,0.0,266.01,Latin America,0
2024-02-15,Ceramic Knife Set,5.0,88.91,0.05,231.08,North America,0
2024-02-16,Bluetooth Speaker XS,13.0,81.68,0.1,118.16,Asia Pacific,0
2024-02-16,Aroma Diffuser Mini,4.0,50.75,0.15,248.83,Latin America,0
2024-02-16,Ergonomic Desk Chair,2.0,249.76,0.0,396.81,North America,0
2024-02-19,Insulated Steel Bottle,16.0,30.88,0.0,168.81,Latin America,0
2024-02-20,Smart Fitness Watch,9.0,148.37,0.0,52.43,Europe,0
2024-02-22,Aroma Diffuser Mini,9.0,47.25,0.0,350.83,Latin America,0
2024-02-23,Mechanical Keyboard RGB,6.0,129.48,0.05,487.68,Latin America,0
2024-02-25,Smart Fitness Watch,11.0,148.91,0.1,323.07,Europe,0
2024-02-27,Wireless Earbuds Pro,22.0,198.7,0.1,103.96,Asia Pacific,0
2024-02-28,Ergonomic Desk Chair,24.0,250.82,0.0,194.33,Europe,0
2024-02-29,Wireless Earbuds Pro,22.0,199.25,0.0,440.44,Asia Pacific,0
2024-03-01,Bluetooth Speaker XS,1.0,79.4,0.0,154.66,Europe,0
2024-03-02,Ergonomic Desk Chair,4.0,248.51,0.0,323.46,Latin America,0
2024-03-04,Smart Fitness Watch,13.0,150.32,0.05,231.2,Latin America,0
2024-03-06,Ceramic Knife Set,23.0,90.05,0.2,,Asia Pacific,0
2024-03-06,Aroma Diffuser Mini,13.0,50.31,0.0,416.03,Asia Pacific,0
2024-03-08,Ceramic Knife Set,,88.25,0.1,384.27,North America,0
2024-03-11,Smart Fitness Watch,2.0,150.96,0.05,347.72,North America,0
2024-03-12,Bluetooth Speaker XS,9.0,81.76,0.0,156.35,Latin America,0
2024-03-12,Wireless Earbuds Pro,24.0,200.26,0.05,94.04,Latin America,0
2024-03-13,Ergonomic Desk Chair,8.0,247.79,0.0,309.27,North America,0
2024-03-14,Ceramic Knife Set,7.0,87.8,0.0,299.16,North America,0
2024-03-15,Smart Fitness Watch,4.0,148.44,0.05,134.77,Asia Pacific,0
2024-03-18,Ceramic Knife Set,18.0,88.15,0.15,75.31,Europe,0
2024-03-26,Smart Fitness Watch,3.0,148.89,0.0,86.32,Asia Pacific,0
2024-03-28,Wireless Earbuds Pro,6.0,199.95,0.0,496.75,North America,0
2024-03-29,Ergonomic Desk Chair,12.0,249.43,0.15,402.61,Latin America,0
2024-03-29,Aroma Diffuser Mini,12.0,49.3,0.1,464.89,North America,0
2024-03-30,Wireless Earbuds Pro,21.0,198.64,0.1,137.77,Latin America,0
2024-03-30,Ceramic Knife Set,8.0,88.89,0.0,482.26,Latin America,0
2024-03-30,Aroma Diffuser Mini,22.0,50.19,0.15,114.19,Latin America,0
2024-04-06,Smart Fitness Watch,22.0,145.98,0.0,279.09,Latin America,0
2024-04-06,Aroma Diffuser Mini,1.0,48.98,0.05,423.36,Europe,0
2024-04-06,Smart Fitness Watch,4.0,149.43,0.0,207.41,North America,0
2024-04-08,Wireless Earbuds Pro,21.0,200.18,0.05,241.17,Asia Pacific,0
2024-04-09,Ceramic Knife Set,11.0,87.48,0.0,107.68,Latin America,0
2024-04-12,Bluetooth Speaker XS,3.0,77.41,0.0,105.31,Latin America,0
2024-04-14,Ceramic Knife Set,13.0,89.88,0.0,328.81,Asia Pacific,0
2024-04-16,Smart Fitness Watch,,146.14,0.0,353.99,Asia Pacific,0
2024-04-17,Insulated Steel Bottle,22.0,31.0,0.05,399.8,Latin America,0
2024-04-17,Ergonomic Desk Chair,22.0,249.34,0.15,300.51,Asia Pacific,0
2024-04-18,Mechanical Keyboard RGB,10.0,131.34,0.2,340.59,Asia Pacific,0
2024-04-20,Bluetooth Speaker XS,21.0,77.37,0.0,56.08,Europe,0
2024-04-20,Aroma Diffuser Mini,12.0,48.35,0.1,122.98,Asia Pacific,0
2024-04-20,Bluetooth Speaker XS,15.0,75.39,0.05,493.21,North America,0
2024-04-24,Ergonomic Desk Chair,21.0,247.81,0.0,84.2,North America,0
2024-04-27,Aroma Diffuser Mini,10.0,48.72,0.0,,North America,0
2024-04-29,Ergonomic Desk Chair,14.0,246.06,0.05,129.24,Latin America,0
2024-04-30,Aroma Diffuser Mini,13.0,48.41,0.15,372.52,North America,0
2024-04-30,Bluetooth Speaker XS,5.0,76.02,0.05,367.7,Europe,0
2024-04-30,Aroma Diffuser Mini,6.0,48.61,0.0,155.39,North America,0
2024-05-02,Aroma Diffuser Mini,24.0,50.72,0.05,171.34,Latin America,0
2024-05-03,Insulated Steel Bottle,2.0,28.95,0.0,344.65,Europe,0
2024-05-03,Ceramic Knife Set,22.0,91.49,0.1,225.54,North America,0
2024-05-04,Ceramic Knife Set,17.0,90.18,0.1,137.55,Europe,1
2024-05-04,Mechanical Keyboard RGB,4.0,131.02,0.0,379.26,Europe,0
2024-05-08,Mechanical Keyboard RGB,14.0,127.85,0.15,119.37,Latin America,0
2024-05-09,Smart Fitness Watch,10.0,147.82,0.0,435.04,Latin America,0
2024-05-12,Smart Fitness Watch,3.0,149.52,0.2,281.6,Europe,0
2024-05-15,Smart Fitness Watch,3.0,146.63,0.0,97.57,North America,0
2024-05-23,Insulated Steel Bottle,15.0,29.71,0.0,362.33,Latin America,0
2024-05-23,Mechanical Keyboard RGB,6.0,128.51,0.0,283.62,Europe,0
2024-05-25,Ergonomic Desk Chair,17.0,250.99,0.0,184.13,Asia Pacific,0
2024-05-25,Smart Fitness Watch,12.0,150.02,0.0,240.14,Asia Pacific,0
2024-05-28,Smart Fitness Watch,22.0,150.65,0.05,184.25,Latin America,0
2024-05-28,Bluetooth Speaker XS,20.0,77.87,0.05,168.36,North America,0
2024-05-28,Wireless Earbuds Pro,24.0,200.57,0.1,123.62,Asia Pacific,0
2024-05-30,Ergonomic Desk Chair,11.0,251.17,0.0,213.25,Asia Pacific,0
2024-05-31,Smart Fitness Watch,4.0,148.94,0.05,162.94,Asia Pacific,0
2024-06-01,Smart Fitness Watch,6.0,147.89,0.0,357.55,North America,1
2024-06-01,Smart Fitness Watch,1.0,147.92,0.1,357.74,North America,0
2024-06-02,Wireless Earbuds Pro,20.0,200.86,0.0,275.83,Latin America,0
2024-06-04,Wireless Earbuds Pro,23.0,203.03,0.15,400.08,Latin America,0
2024-06-04,Insulated Steel Bottle,16.0,27.53,0.1,428.6,Asia Pacific,0
2024-06-04,Ergonomic Desk Chair,15.0,247.41,0.05,310.89,North America,0
2024-06-06,Insulated Steel Bottle,17.0,30.38,0.0,328.52,Europe,0
2024-06-06,Aroma Diffuser Mini,8.0,47.87,0.0,177.3,Asia Pacific,0
2024-06-06,Wireless Earbuds Pro,12.0,200.53,0.0,452.69,Latin America,0
2024-06-06,Bluetooth Speaker XS,22.0,79.7,0.15,60.89,North America,0
2024-06-06,Mechanical Keyboard RGB,21.0,128.96,0.15,206.87,Latin America,0
2024-06-08,Bluetooth Speaker XS,10.0,79.66,0.0,374.81,Latin America,0
2024-06-08,Mechanical Keyboard RGB,15.0,129.57,0.05,86.04,North America,0
2024-06-10,Wireless Earbuds Pro,9.0,198.73,0.1,132.43,Asia Pacific,0
2024-06-10,Wireless Earbuds Pro,2.0,196.37,0.05,315.18,North America,0
2024-06-10,Wireless Earbuds Pro,5.0,199.27,0.0,302.0,Asia Pacific,0
2024-06-11,Insulated Steel Bottle,6.0,31.36,0.0,382.52,Latin America,0
2024-06-13,Ergonomic Desk Chair,7.0,246.59,0.0,415.68,North America,0
2024-06-16,Mechanical Keyboard RGB,21.0,127.55,0.1,107.86,Europe,0
2024-06-16,Ergonomic Desk Chair,,249.64,0.0,58.27,Asia Pacific,1
2024-06-19,Insulated Steel Bottle,23.0,29.06,0.0,360.34,Europe,0
2024-06-20,Insulated Steel Bottle,7.0,29.62,0.15,185.63,Asia Pacific,0
2024-06-21,Ceramic Knife Set,20.0,87.95,0.05,,North America,0
2024-06-23,Bluetooth Speaker XS,12.0,80.74,0.15,117.75,Europe,0
2024-06-27,Bluetooth Speaker XS,16.0,79.07,0.0,261.07,North America,0
2024-06-28,Aroma Diffuser Mini,16.0,50.05,0.0,276.99,Asia Pacific,0
2024-06-29,Smart Fitness Watch,11.0,149.48,0.15,313.29,Asia Pacific,0
2024-06-30,Insulated Steel Bottle,21.0,29.26,0.0,280.93,Asia Pacific,0
2024-07-01,Mechanical Keyboard RGB,4.0,129.94,0.0,273.06,Asia Pacific,0
2024-07-03,Ceramic Knife Set,13.0,89.28,0.0,199.73,Latin America,0
2024-07-04,Ceramic Knife Set,7.0,87.21,0.0,82.03,Asia Pacific,0
2024-07-06,Smart Fitness Watch,4.0,150.63,0.0,90.28,Europe,0
2024-07-09,Ergonomic Desk Chair,15.0,250.23,0.15,245.2,Asia Pacific,0
2024-07-11,Smart Fitness Watch,19.0,145.84,0.15,210.11,North America,0
2024-07-11,Smart Fitness Watch,,148.02,0.15,282.26,Latin America,0
2024-07-14,Smart Fitness Watch,11.0,150.56,0.0,187.18,Europe,0
2024-07-15,Bluetooth Speaker XS,8.0,76.26,0.0,359.56,Latin America,0
2024-07-15,Insulated Steel Bottle,1.0,30.42,0.0,438.78,Latin America,0
2024-07-15,Aroma Diffuser Mini,23.0,48.79,0.15,,Latin America,0
2024-07-15,Insulated Steel Bottle,24.0,31.01,0.0,136.84,North America,0
2024-07-18,Ergonomic Desk Chair,8.0,249.0,0.05,102.28,Latin America,0
2024-07-18,Wireless Earbuds Pro,13.0,197.92,0.1,327.31,Latin America,0
2024-07-20,Smart Fitness Watch,22.0,149.46,0.0,249.74,Asia Pacific,0
2024-07-20,Insulated Steel Bottle,4.0,28.95,0.0,134.61,North America,0
2024-07-20,Ergonomic Desk Chair,8.0,247.78,0.2,343.91,Europe,0
2024-07-21,Wireless Earbuds Pro,3.0,202.33,0.2,116.82,Europe,0
2024-07-21,Wireless Earbuds Pro,9.0,197.54,0.0,299.44,Europe,0
2024-07-24,Smart Fitness Watch,2.0,145.64,0.0,287.22,North America,0
2024-07-25,Aroma Diffuser Mini,2.0,51.37,0.2,380.4,Europe,0
2024-07-27,Mechanical Keyboard RGB,13.0,128.12,0.0,74.8,North America,0
2024-07-28,Bluetooth Speaker XS,15.0,78.55,0.0,449.54,Asia Pacific,0
2024-07-29,Insulated Steel Bottle,23.0,28.46,0.0,366.35,Asia Pacific,0
2024-07-30,Wireless Earbuds Pro,12.0,198.15,0.05,147.26,North America,0
2024-08-01,Insulated Steel Bottle,4.0,27.85,0.0,132.53,Europe,0
2024-08-04,Mechanical Keyboard RGB,8.0,127.5,0.0,244.25,North America,0
2024-08-05,Bluetooth Speaker XS,9.0,79.1,0.0,417.9,North America,0
2024-08-05,Mechanical Keyboard RGB,23.0,128.4,0.05,429.33,Latin America,1
2024-08-05,Bluetooth Speaker XS,5.0,80.1,0.2,284.21,North America,0
2024-08-05,Ceramic Knife Set,24.0,89.72,0.1,437.36,Latin America,0
2024-08-05,Bluetooth Speaker XS,20.0,77.61,0.1,52.45,Asia Pacific,0
2024-08-07,Smart Fitness Watch,18.0,149.16,0.05,65.83,Latin America,0
2024-08-11,Aroma Diffuser Mini,11.0,48.37,0.0,,North America,0
2024-08-12,Mechanical Keyboard RGB,15.0,127.51,0.0,398.9,Asia Pacific,0
2024-08-12,Wireless Earbuds Pro,22.0,200.03,0.15,252.82,Latin America,0
2024-08-17,Smart Fitness Watch,9.0,148.82,0.0,389.12,North America,0
2024-08-17,Ceramic Knife Set,17.0,88.39,0.0,480.04,Asia Pacific,0
2024-08-17,Aroma Diffuser Mini,12.0,47.72,0.1,397.44,Latin America,0
2024-08-17,Insulated Steel Bottle,7.0,27.46,0.0,429.07,North America,0
2024-08-18,Smart Fitness Watch,10.0,151.98,0.0,392.27,North America,0
2024-08-20,Mechanical Keyboard RGB,10.0,129.5,0.2,125.69,Europe,0
2024-08-21,Ergonomic Desk Chair,13.0,247.36,0.15,425.11,Europe,0
2024-08-22,Ergonomic Desk Chair,19.0,249.43,0.0,137.8,Latin America,0
2024-08-24,Wireless Earbuds Pro,11.0,200.59,0.2,451.68,Latin America,0
2024-08-25,Bluetooth Speaker XS,13.0,79.25,0.05,256.39,Latin America,0
2024-08-26,Wireless Earbuds Pro,21.0,201.06,0.1,354.64,North America,0
2024-08-26,Ergonomic Desk Chair,8.0,246.69,0.0,273.76,Latin America,0
2024-08-26,Insulated Steel Bottle,,26.01,0.0,92.3,North America,0
2024-08-28,Ceramic Knife Set,4.0,89.39,0.05,180.83,Latin America,1
2024-09-03,Ceramic Knife Set,15.0,89.41,0.15,492.68,North America,0
2024-09-03,Mechanical Keyboard RGB,11.0,123.99,0.05,482.32,North America,0
2024-09-04,Ceramic Knife Set,11.0,88.06,0.0,194.22,Europe,0
2024-09-05,Mechanical Keyboard RGB,1.0,127.49,0.0,498.33,Asia Pacific,0
2024-09-08,Smart Fitness Watch,17.0,146.91,0.1,430.5,North America,0
2024-09-08,Mechanical Keyboard RGB,15.0,127.48,0.0,324.93,Latin America,0
2024-09-09,Smart Fitness Watch,20.0,149.89,0.05,68.06,Europe,0
2024-09-10,Mechanical Keyboard RGB,6.0,127.47,0.0,455.65,Latin America,0
2024-09-11,Ergonomic Desk Chair,24.0,247.53,0.0,300.84,Latin America,0
2024-09-15,Ergonomic Desk Chair,22.0,246.57,0.05,440.81,North America,0
2024-09-15,Bluetooth Speaker XS,15.0,80.9,0.05,425.49,North America,0
2024-09-16,Smart Fitness Watch,9.0,149.65,0.0,424.85,Asia Pacific,0
2024-09-17,Aroma Diffuser Mini,14.0,45.26,0.0,364.18,North America,0
2024-09-17,Smart Fitness Watch,18.0,147.53,0.1,181.14,North America,0
2024-09-20,Mechanical Keyboard RGB,17.0,129.79,0.0,201.27,Asia Pacific,0
2024-09-20,Mechanical Keyboard RGB,18.0,130.92,0.05,188.81,Latin America,0
2024-09-25,Aroma Diffuser Mini,5.0,50.26,0.2,59.02,Asia Pacific,0
2024-09-25,Wireless Earbuds Pro,20.0,198.47,0.0,312.16,Asia Pacific,0
2024-09-27,Mechanical Keyboard RGB,20.0,126.1,0.15,364.48,Asia Pacific,0
2024-09-27,Bluetooth Speaker XS,9.0,80.31,0.0,434.24,Europe,0
2024-09-29,Ceramic Knife Set,11.0,88.55,0.05,113.07,Latin America,0
2024-09-29,Ceramic Knife Set,,89.1,0.0,294.88,Europe,0
2024-10-01,Insulated Steel Bottle,22.0,28.73,0.2,53.6,Europe,0
2024-10-01,Insulated Steel Bottle,1.0,26.97,0.0,92.79,North America,0
2024-10-03,Ceramic Knife Set,18.0,89.55,0.0,74.4,Asia Pacific,0
2024-10-04,Ceramic Knife Set,6.0,89.34,0.2,376.47,Asia Pacific,0
2024-10-04,Ergonomic Desk Chair,2.0,248.36,0.05,86.48,Europe,0
2024-10-11,Bluetooth Speaker XS,15.0,79.71,0.05,372.4,North America,0
2024-10-12,Aroma Diffuser Mini,21.0,46.94,0.0,162.33,North America,0
2024-10-15,Insulated Steel Bottle,14.0,28.6,0.1,444.97,North America,0
2024-10-16,Ergonomic Desk Chair,5.0,249.04,0.0,415.92,Latin America,0
2024-10-18,Ergonomic Desk Chair,6.0,246.4,0.0,481.02,Europe,0
2024-10-19,Aroma Diffuser Mini,6.0,48.91,0.05,447.69,Latin America,0
2024-10-19,Ergonomic Desk Chair,,,0.0,470.0,North America,0
2024-10-20,Smart Fitness Watch,18.0,148.55,0.2,436.43,North America,0
2024-10-21,Bluetooth Speaker XS,14.0,78.95,0.15,362.02,North America,0
2024-10-21,Ceramic Knife Set,10.0,89.84,0.1,126.62,Asia Pacific,0
2024-10-22,Mechanical Keyboard RGB,14.0,128.42,0.1,172.27,Europe,0
2024-10-22,Aroma Diffuser Mini,13.0,48.55,0.05,145.73,Asia Pacific,0
2024-10-26,Ceramic Knife Set,3.0,87.23,0.0,321.61,Latin America,0
2024-10-26,Ceramic Knife Set,6.0,88.98,0.1,276.63,Asia Pacific,0
2024-10-26,Wireless Earbuds Pro,8.0,198.5,0.0,440.19,Europe,0
2024-10-28,Smart Fitness Watch,12.0,149.75,0.0,478.7,Asia Pacific,0
2024-11-01,Aroma Diffuser Mini,13.0,49.85,0.1,232.19,North America,0
2024-11-02,Ergonomic Desk Chair,11.0,250.19,0.05,277.86,Latin America,0
2024-11-09,Mechanical Keyboard RGB,12.0,128.24,0.15,487.18,Latin America,0
2024-11-10,Aroma Diffuser Mini,1.0,45.74,0.0,174.31,North America,0
2024-11-10,Ergonomic Desk Chair,,250.11,0.05,406.58,North America,0
2024-11-11,Ceramic Knife Set,16.0,89.65,0.0,151.36,North America,1
2024-11-16,Mechanical Keyboard RGB,11.0,128.05,0.05,356.66,Europe,0
2024-11-16,Ergonomic Desk Chair,13.0,249.83,0.1,164.13,Asia Pacific,0
2024-11-16,Bluetooth Speaker XS,18.0,76.83,0.05,447.68,Latin America,0
2024-11-17,Ergonomic Desk Chair,11.0,250.55,0.0,302.67,Asia Pacific,0
2024-11-19,Wireless Earbuds Pro,12.0,198.5,0.0,133.67,North America,0
2024-11-29,Smart Fitness Watch,6.0,147.76,0.0,150.97,North America,0
2024-12-01,Ceramic Knife Set,9.0,88.07,0.05,272.23,Asia Pacific,0
2024-12-04,Ergonomic Desk Chair,16.0,248.65,0.15,482.72,Latin America,0
2024-12-05,Smart Fitness Watch,4.0,148.98,0.0,396.34,Europe,0
2024-12-06,Insulated Steel Bottle,3.0,29.07,0.1,269.74,Asia Pacific,0
2024-12-09,Insulated Steel Bottle,16.0,28.36,0.15,201.97,North America,0
2024-12-10,Smart Fitness Watch,24.0,149.3,0.05,297.17,North America,0
